,date,open,close,high,low,volume,uOpen,uClose,uHigh,uLow,uVolume,change,changePercent,label,changeOverTime
179,2020-06-24,91.25,90.02,92.2,89.63,192623396,365.0,360.06,368.79,358.52,48155849,-1.62,-1.7652,"Jun 24, 20",0.604545
180,2020-06-25,90.18,91.21,91.25,89.39,137522512,360.7,364.84,365.0,357.57,34380628,1.2,1.3276,"Jun 25, 20",0.6258469999999999
181,2020-06-26,91.1,88.41,91.33,88.26,205256844,364.41,353.63,365.32,353.02,51314211,-2.8,-3.0726,"Jun 26, 20",0.5758909999999999
182,2020-06-29,88.31,90.45,90.54,87.82,130646076,353.25,361.78,362.17,351.28,32661519,2.04,2.3047,"Jun 29, 20",0.61221
183,2020-06-30,90.02,91.2,91.5,90.0,140223284,360.08,364.8,365.98,360.0,35055821,0.76,0.8348,"Jun 30, 20",0.625668
184,2020-07-01,91.28,91.03,91.84,90.98,110737236,365.12,364.11,367.36,363.91,27684309,-0.17,-0.18910000000000002,"Jul 1, 20",0.622594
185,2020-07-02,91.96,91.03,92.62,90.91,114041468,367.85,364.11,370.47,363.64,28510367,0.0,0.0,"Jul 2, 20",0.622594
186,2020-07-06,92.5,93.46,93.95,92.47,118655652,370.0,373.85,375.78,369.87,29663913,2.44,2.675,"Jul 6, 20",0.665998
187,2020-07-07,93.85,93.17,94.66,93.06,112424456,375.41,372.69,378.62,372.23,28106114,-0.29,-0.3103,"Jul 7, 20",0.660829
188,2020-07-08,94.18,95.34,95.38,94.09,117091880,376.72,381.37,381.5,376.36,29272970,2.17,2.329,"Jul 8, 20",0.6995100000000001
189,2020-07-09,96.26,95.68,96.32,94.67,125642608,385.05,382.73,385.27,378.69,31410652,0.34,0.35660000000000003,"Jul 9, 20",0.70557
190,2020-07-10,95.34,95.92,95.98,94.71,90257320,381.34,383.68,383.92,378.82,22564330,0.24,0.2482,"Jul 10, 20",0.709804
191,2020-07-13,97.27,95.48,99.96,95.26,191649140,389.06,381.91,399.82,381.03,47912285,-0.44,-0.46130000000000004,"Jul 13, 20",0.701916
192,2020-07-14,94.84,97.06,97.26,93.88,170989364,379.36,388.23,389.02,375.51,42747341,1.58,1.6548,"Jul 14, 20",0.7300800000000001
193,2020-07-15,98.99,97.73,99.25,96.49,153197932,395.96,390.9,396.99,385.96,38299483,0.67,0.6877,"Jul 15, 20",0.7419789999999999
194,2020-07-16,96.56,96.52,97.41,95.91,110577672,386.25,386.09,389.62,383.62,27644418,-1.2,-1.2305,"Jul 16, 20",0.720544
195,2020-07-17,96.99,96.33,97.15,95.84,92186900,387.95,385.31,388.59,383.36,23046725,-0.19,-0.202,"Jul 17, 20",0.7170679999999999
196,2020-07-20,96.42,98.36,98.5,96.06,90317908,385.67,393.43,394.0,384.25,22579477,2.03,2.1074,"Jul 20, 20",0.753253
197,2020-07-21,99.17,97.0,99.25,96.74,103645836,396.69,388.0,397.0,386.97,25911459,-1.3599999999999999,-1.3802,"Jul 21, 20",0.729055
198,2020-07-22,96.69,97.27,97.98,96.6,89001652,386.77,389.09,391.9,386.41,22250413,0.27,0.28090000000000004,"Jul 22, 20",0.7339129999999999
199,2020-07-23,97.0,92.85,97.08,92.01,197004432,387.99,371.38,388.31,368.04,49251108,-4.43,-4.5516,"Jul 23, 20",0.654991
200,2020-07-24,90.99,92.62,92.97,89.15,185438864,363.95,370.46,371.88,356.58,46359716,-0.23,-0.2477,"Jul 24, 20",0.650891
201,2020-07-27,93.71,94.81,94.91,93.48,121214192,374.84,379.24,379.62,373.92,30303548,2.2,2.37,"Jul 27, 20",0.690018
202,2020-07-28,94.37,93.25,94.55,93.25,103625500,377.47,373.01,378.2,372.99,25906375,-1.56,-1.6428,"Jul 28, 20",0.6622549999999999
203,2020-07-29,93.75,95.04,95.23,93.71,90329256,375.0,380.16,380.92,374.85,22582314,1.79,1.9168,"Jul 29, 20",0.694118
204,2020-07-30,94.19,96.19,96.3,93.77,158130020,376.75,384.76,385.19,375.07,39532505,1.15,1.21,"Jul 30, 20",0.714617
205,2020-07-31,102.88,106.26,106.42,100.83,374295468,411.54,425.04,425.66,403.3,93573867,10.07,10.4689,"Jul 31, 20",0.894118
206,2020-08-03,108.2,108.94,111.64,107.89,308151388,432.8,435.75,446.55,431.57,77037847,2.68,2.5202,"Aug 3, 20",0.941854
207,2020-08-04,109.13,109.67,110.79,108.39,172792368,436.53,438.66,443.16,433.55,43198092,0.73,0.6674,"Aug 4, 20",0.9548129999999999
208,2020-08-05,109.38,110.06,110.39,108.9,121991952,437.51,440.25,441.57,435.59,30497988,0.4,0.3629,"Aug 5, 20",0.961907
209,2020-08-06,110.41,113.9,114.41,109.8,202428900,441.62,455.61,457.65,439.19,50607225,3.84,3.4889,"Aug 6, 20",1.030357
210,2020-08-07,113.21,111.11,113.68,110.29,198045612,452.82,444.45,454.7,441.17,49511403,-2.79,-2.4495,"Aug 7, 20",0.9806239999999999
211,2020-08-10,112.6,112.73,113.78,110.0,212403424,450.4,450.91,455.1,440.0,53100856,1.62,1.4535,"Aug 10, 20",1.009412
212,2020-08-11,111.97,109.38,112.48,109.11,187902376,447.88,437.5,449.93,436.43,46975594,-3.35,-2.9744,"Aug 11, 20",0.9496429999999999
213,2020-08-12,110.5,113.01,113.28,110.3,165944820,441.99,452.04,453.1,441.19,41486205,3.64,3.3234,"Aug 12, 20",1.014439
214,2020-08-13,114.43,115.01,116.04,113.93,210082064,457.72,460.04,464.17,455.71,52520516,2.0,1.7698,"Aug 13, 20",1.050089
215,2020-08-14,114.83,114.91,115.0,113.05,165565208,459.32,459.63,460.0,452.18,41391302,-0.1,-0.0896,"Aug 14, 20",1.048253
216,2020-08-17,116.06,114.61,116.09,113.96,119561444,464.25,458.43,464.35,455.85,29890361,-0.30000000000000004,-0.2602,"Aug 17, 20",1.042923
217,2020-08-18,114.35,115.56,116.0,114.01,105633540,457.41,462.25,464.0,456.03,26408385,0.9500000000000001,0.8324,"Aug 18, 20",1.059929
218,2020-08-19,115.98,115.71,117.16,115.61,145538008,463.93,462.83,468.65,462.44,36384502,0.15,0.1263,"Aug 19, 20",1.062531
219,2020-08-20,115.75,118.28,118.39,115.73,126907188,463.0,473.1,473.57,462.93,31726797,2.5700000000000003,2.2185,"Aug 20, 20",1.108289
220,2020-08-21,119.26,124.37,124.87,119.25,338054640,477.05,497.48,499.47,477.0,84513660,6.1,5.1532,"Aug 21, 20",1.216934
221,2020-08-24,128.7,125.86,128.79,123.94,345937768,514.79,503.43,515.14,495.75,86484442,1.49,1.1964000000000001,"Aug 24, 20",1.243458
222,2020-08-25,124.7,124.83,125.18,123.05,211495788,498.79,499.3,500.72,492.21,52873947,-1.03,-0.8208000000000001,"Aug 25, 20",1.225045
223,2020-08-26,126.18,126.52,126.99,125.08,163022268,504.72,506.09,507.97,500.33,40755567,1.7000000000000002,1.3603,"Aug 26, 20",1.255312
224,2020-08-27,127.14,125.01,127.49,123.83,155552384,508.57,500.04,509.94,495.33,38888096,-1.51,-1.1958,"Aug 27, 20",1.228342
225,2020-08-28,126.01,124.81,126.44,124.58,187629916,504.05,499.23,505.77,498.31,46907479,-0.2,-0.16160000000000002,"Aug 28, 20",1.224742
226,2020-08-31,127.58,129.04,131.0,126.0,225702688,127.58,129.04,131.0,126.0,225702688,4.23,3.3908,"Aug 31, 20",1.300178
227,2020-09-01,132.76,134.18,134.8,130.53,152470142,132.76,134.18,134.8,130.53,152470142,5.14,3.9833,"Sep 1, 20",1.3918
228,2020-09-02,137.59,131.4,137.98,127.0,200118991,137.59,131.4,137.98,127.0,200118991,-2.7800000000000002,-2.0718,"Sep 2, 20",1.342246
229,2020-09-03,126.91,120.88,128.84,120.5,257599640,126.91,120.88,128.84,120.5,257599640,-10.52,-8.0061,"Sep 3, 20",1.154724
230,2020-09-04,120.07,120.96,123.7,110.89,332607163,120.07,120.96,123.7,110.89,332607163,0.08,0.06620000000000001,"Sep 4, 20",1.15615
231,2020-09-08,113.95,112.82,118.99,112.68,231366563,113.95,112.82,118.99,112.68,231366563,-8.14,-6.7295,"Sep 8, 20",1.011052
232,2020-09-09,117.26,117.32,119.14,115.26,176940455,117.26,117.32,119.14,115.26,176940455,4.5,3.9887,"Sep 9, 20",1.091266
233,2020-09-10,120.36,113.49,120.5,112.5,182274391,120.36,113.49,120.5,112.5,182274391,-3.83,-3.2646,"Sep 10, 20",1.022995
234,2020-09-11,114.57,112.0,115.23,110.0,180860325,114.57,112.0,115.23,110.0,180860325,-1.49,-1.3129,"Sep 11, 20",0.996435
235,2020-09-14,114.72,115.36,115.93,112.8,140150087,114.72,115.36,115.93,112.8,140150087,3.36,2.9955,"Sep 14, 20",1.056239
236,2020-09-15,118.33,115.54,118.83,113.61,184642039,118.33,115.54,118.83,113.61,184642039,0.19,0.16040000000000001,"Sep 15, 20",1.059537
237,2020-09-16,115.23,112.13,116.0,112.04,155026675,115.23,112.13,116.0,112.04,155026675,-3.41,-2.9514,"Sep 16, 20",0.998752
238,2020-09-17,109.72,110.34,112.2,108.71,178010968,109.72,110.34,112.2,108.71,178010968,-1.79,-1.5964,"Sep 17, 20",0.966845
239,2020-09-18,110.4,106.84,110.88,106.09,287104882,110.4,106.84,110.88,106.09,287104882,-3.5,-3.172,"Sep 18, 20",0.9044559999999999
240,2020-09-21,104.54,110.08,110.19,103.1,195713815,104.54,110.08,110.19,103.1,195713815,3.24,3.0326,"Sep 21, 20",0.9622100000000001
241,2020-09-22,112.68,111.81,112.86,109.16,183055373,112.68,111.81,112.86,109.16,183055373,1.73,1.5716,"Sep 22, 20",0.9930479999999999
242,2020-09-23,111.62,107.12,112.11,106.77,150718671,111.62,107.12,112.11,106.77,150718671,-4.69,-4.1946,"Sep 23, 20",0.909447
243,2020-09-24,105.17,108.22,110.25,105.0,167743349,105.17,108.22,110.25,105.0,167743349,1.1,1.0269,"Sep 24, 20",0.929055
244,2020-09-25,108.43,112.28,112.44,107.67,149981441,108.43,112.28,112.44,107.67,149981441,4.06,3.7516,"Sep 25, 20",1.001426
245,2020-09-28,115.01,114.96,115.32,112.78,137672403,115.01,114.96,115.32,112.78,137672403,2.68,2.3869,"Sep 28, 20",1.049198
246,2020-09-29,114.55,114.09,115.31,113.57,100060526,114.55,114.09,115.31,113.57,100060526,-0.87,-0.7568,"Sep 29, 20",1.03369
247,2020-09-30,113.79,115.81,117.26,113.62,142675184,113.79,115.81,117.26,113.62,142675184,1.72,1.5076,"Sep 30, 20",1.064349
248,2020-10-01,117.64,116.79,117.72,115.83,116120440,117.64,116.79,117.72,115.83,116120440,0.98,0.8462000000000001,"Oct 1, 20",1.081818
249,2020-10-02,112.89,113.02,115.37,112.22,144711986,112.89,113.02,115.37,112.22,144711986,-3.77,-3.228,"Oct 2, 20",1.014617
250,2020-10-05,113.91,116.5,116.65,113.55,106243839,113.91,116.5,116.65,113.55,106243839,3.48,3.0791,"Oct 5, 20",1.076649
251,2020-10-06,115.7,113.16,116.12,112.25,161498212,115.7,113.16,116.12,112.25,161498212,-3.34,-2.867,"Oct 6, 20",1.017112
252,2020-10-07,114.62,115.08,115.55,114.13,96848985,114.62,115.08,115.55,114.13,96848985,1.92,1.6966999999999999,"Oct 7, 20",1.051337
253,2020-10-08,116.25,114.97,116.4,114.59,83477153,116.25,114.97,116.4,114.59,83477153,-0.10999999999999902,-0.1,"Oct 8, 20",0.0
