date,1. open,2. high,3. low,4. close,5. volume
2020-10-07 14:24:00,209.8011,210.11,209.77,209.945,96932.0
2020-10-07 14:23:00,209.79,209.8,209.74,209.8,22560.0
2020-10-07 14:22:00,209.77,209.81,209.71,209.8,29351.0
2020-10-07 14:21:00,209.79,209.82,209.73,209.77,31312.0
2020-10-07 14:20:00,209.68,209.86,209.66,209.78,62963.0
2020-10-07 14:19:00,209.63,209.68,209.6,209.68,16923.0
2020-10-07 14:18:00,209.58,209.66,209.58,209.65,32822.0
2020-10-07 14:17:00,209.52,209.6,209.52,209.575,17292.0
2020-10-07 14:16:00,209.53,209.66,209.44,209.51,51144.0
2020-10-07 14:15:00,209.58,209.59,209.49,209.52,20961.0
2020-10-07 14:14:00,209.53,209.59,209.46,209.58,28117.0
2020-10-07 14:13:00,209.49,209.61,209.49,209.52,27700.0
2020-10-07 14:12:00,209.44,209.5384,209.43,209.49,55038.0
2020-10-07 14:11:00,209.41,209.5,209.33,209.43,40477.0
2020-10-07 14:10:00,209.22,209.48,209.1701,209.4019,43911.0
2020-10-07 14:09:00,209.47,209.47,209.21,209.23,53436.0
2020-10-07 14:08:00,209.635,209.64,209.4391,209.45,33422.0
2020-10-07 14:07:00,209.62,209.65,209.5438,209.6431,21729.0
2020-10-07 14:06:00,209.635,209.655,209.5,209.6,25731.0
2020-10-07 14:05:00,209.47,209.63,209.45,209.62,25230.0
2020-10-07 14:04:00,209.75,209.76,209.47,209.49,39826.0
2020-10-07 14:03:00,209.61,209.74,209.61,209.72,24261.0
2020-10-07 14:02:00,209.55,209.655,209.55,209.6179,35617.0
2020-10-07 14:01:00,209.4,209.53,209.39,209.53,49590.0
2020-10-07 14:00:00,209.66,209.66,209.34,209.39,63882.0
2020-10-07 13:59:00,209.665,209.75,209.66,209.66,28230.0
2020-10-07 13:58:00,209.65,209.71,209.64,209.66,25418.0
2020-10-07 13:57:00,209.76,209.76,209.63,209.655,40053.0
2020-10-07 13:56:00,209.83,209.83,209.71,209.75,30683.0
2020-10-07 13:55:00,209.82,209.86,209.815,209.8343,21519.0
2020-10-07 13:54:00,209.79,209.84,209.77,209.81,20915.0
2020-10-07 13:53:00,209.81,209.85,209.76,209.79,24180.0
2020-10-07 13:52:00,209.81,209.89,209.78,209.8171,50959.0
2020-10-07 13:51:00,209.85,209.8896,209.787,209.81,41815.0
2020-10-07 13:50:00,209.85,209.85,209.78,209.8201,25964.0
2020-10-07 13:49:00,209.82,209.87,209.75,209.827,45515.0
2020-10-07 13:48:00,209.7811,209.88,209.76,209.8033,42471.0
2020-10-07 13:47:00,209.7,209.8,209.7,209.76,32548.0
2020-10-07 13:46:00,209.71,209.77,209.62,209.6902,34999.0
2020-10-07 13:45:00,209.4309,209.91,209.4309,209.71,106963.0
2020-10-07 13:44:00,209.51,209.52,209.43,209.435,22173.0
2020-10-07 13:43:00,209.505,209.54,209.5,209.5205,22419.0
2020-10-07 13:42:00,209.5175,209.5426,209.495,209.5,21176.0
2020-10-07 13:41:00,209.53,209.53,209.4518,209.51,35770.0
2020-10-07 13:40:00,209.49,209.538,209.475,209.5258,26443.0
2020-10-07 13:39:00,209.43,209.49,209.41,209.48,24965.0
2020-10-07 13:38:00,209.43,209.47,209.4,209.4471,25128.0
2020-10-07 13:37:00,209.435,209.47,209.415,209.43,26747.0
2020-10-07 13:36:00,209.365,209.45,209.36,209.45,21054.0
2020-10-07 13:35:00,209.4104,209.43,209.31,209.362,43039.0
2020-10-07 13:34:00,209.375,209.45,209.375,209.4,19485.0
2020-10-07 13:33:00,209.47,209.49,209.3621,209.3701,31686.0
2020-10-07 13:32:00,209.475,209.51,209.43,209.4692,27424.0
2020-10-07 13:31:00,209.41,209.56,209.41,209.46,65163.0
2020-10-07 13:30:00,209.38,209.46,209.37,209.42,21565.0
2020-10-07 13:29:00,209.465,209.465,209.36,209.36,39829.0
2020-10-07 13:28:00,209.49,209.495,209.42,209.4632,31741.0
2020-10-07 13:27:00,209.545,209.58,209.44,209.5,59741.0
2020-10-07 13:26:00,209.695,209.695,209.52,209.543,45468.0
2020-10-07 13:25:00,209.5505,209.71,209.5505,209.69,71486.0
2020-10-07 13:24:00,209.49,209.56,209.41,209.56,64166.0
2020-10-07 13:23:00,209.42,209.49,209.4,209.49,45863.0
2020-10-07 13:22:00,209.365,209.41,209.29,209.41,32247.0
2020-10-07 13:21:00,209.38,209.39,209.31,209.3604,45826.0
2020-10-07 13:20:00,209.33,209.398,209.29,209.3808,39021.0
2020-10-07 13:19:00,209.17,209.39,209.17,209.34,68251.0
2020-10-07 13:18:00,209.22,209.235,209.14,209.155,33970.0
2020-10-07 13:17:00,209.02,209.27,209.01,209.23,41809.0
2020-10-07 13:16:00,209.0,209.06,208.99,209.02,26787.0
2020-10-07 13:15:00,209.1216,209.14,209.0,209.0,26747.0
2020-10-07 13:14:00,209.09,209.14,209.09,209.1279,20320.0
2020-10-07 13:13:00,208.97,209.12,208.97,209.08,40334.0
2020-10-07 13:12:00,208.96,209.01,208.9421,208.965,22741.0
2020-10-07 13:11:00,208.9678,209.03,208.95,208.97,19692.0
2020-10-07 13:10:00,209.0,209.0181,208.952,208.97,12928.0
2020-10-07 13:09:00,208.99,209.045,208.99,209.0,20491.0
2020-10-07 13:08:00,208.98,209.005,208.93,208.9763,26126.0
2020-10-07 13:07:00,209.06,209.09,208.9601,208.975,25136.0
2020-10-07 13:06:00,208.9423,209.06,208.92,209.04,62044.0
2020-10-07 13:05:00,208.95,208.99,208.9,208.95,44355.0
2020-10-07 13:04:00,208.81,208.99,208.7832,208.96,46674.0
2020-10-07 13:03:00,208.895,208.91,208.8,208.8,20803.0
2020-10-07 13:02:00,208.9,208.97,208.87,208.88,45398.0
2020-10-07 13:01:00,208.8,208.92,208.79,208.92,47415.0
2020-10-07 13:00:00,208.67,208.83,208.66,208.7899,66737.0
2020-10-07 12:59:00,208.63,208.69,208.63,208.67,24071.0
2020-10-07 12:58:00,208.64,208.64,208.6,208.63,28316.0
2020-10-07 12:57:00,208.58,208.65,208.57,208.6455,11766.0
2020-10-07 12:56:00,208.58,208.62,208.55,208.57,17840.0
2020-10-07 12:55:00,208.51,208.58,208.49,208.5647,16125.0
2020-10-07 12:54:00,208.6,208.615,208.51,208.51,13491.0
2020-10-07 12:53:00,208.6,208.65,208.56,208.6,16787.0
2020-10-07 12:52:00,208.59,208.5979,208.465,208.5837,21814.0
2020-10-07 12:51:00,208.6441,208.71,208.59,208.6,21183.0
2020-10-07 12:50:00,208.585,208.65,208.5699,208.6421,17645.0
2020-10-07 12:49:00,208.49,208.64,208.38,208.57,37634.0
2020-10-07 12:48:00,208.62,208.655,208.46,208.51,27420.0
2020-10-07 12:47:00,208.64,208.68,208.54,208.62,36811.0
2020-10-07 12:46:00,208.62,208.635,208.55,208.6,28982.0
2020-10-07 12:45:00,208.67,208.68,208.55,208.61,34899.0
2020-10-07 12:44:00,208.613,208.7172,208.613,208.67,26833.0
2020-10-07 12:43:00,208.63,208.67,208.6,208.611,18183.0
2020-10-07 12:42:00,208.68,208.74,208.6,208.65,40750.0
2020-10-07 12:41:00,208.67,208.74,208.6,208.66,35877.0
2020-10-07 12:40:00,208.535,208.74,208.53,208.68,70821.0
2020-10-07 12:39:00,208.52,208.54,208.4682,208.5379,26633.0
2020-10-07 12:38:00,208.45,208.54,208.425,208.5,58146.0
2020-10-07 12:37:00,208.4779,208.495,208.4199,208.4418,56764.0
2020-10-07 12:36:00,208.44,208.5,208.43,208.475,61916.0
2020-10-07 12:35:00,208.331,208.45,208.32,208.42,67129.0
2020-10-07 12:34:00,208.22,208.365,208.18,208.35,80835.0
2020-10-07 12:33:00,208.24,208.3,208.13,208.24,24365.0
2020-10-07 12:32:00,208.03,208.27,208.03,208.25,21321.0
2020-10-07 12:31:00,207.85,208.03,207.85,208.0,26074.0
2020-10-07 12:30:00,207.83,207.95,207.735,207.855,26535.0
2020-10-07 12:29:00,207.7,207.86,207.53,207.83,70804.0
2020-10-07 12:28:00,208.07,208.07,207.31,207.72,127862.0
2020-10-07 12:27:00,208.26,208.29,208.1,208.1,41153.0
2020-10-07 12:26:00,208.16,208.3,208.15,208.259,31324.0
2020-10-07 12:25:00,208.16,208.18,208.1,208.155,17288.0
2020-10-07 12:24:00,208.17,208.19,208.14,208.17,13898.0
2020-10-07 12:23:00,208.18,208.22,208.17,208.17,16607.0
2020-10-07 12:22:00,208.13,208.18,208.12,208.18,20560.0
2020-10-07 12:21:00,208.13,208.18,208.115,208.13,28689.0
2020-10-07 12:20:00,208.07,208.1722,208.03,208.134,53967.0
2020-10-07 12:19:00,208.27,208.27,208.08,208.08,40742.0
2020-10-07 12:18:00,208.3011,208.32,208.2078,208.265,22171.0
2020-10-07 12:17:00,208.395,208.395,208.285,208.3104,34701.0
2020-10-07 12:16:00,208.45,208.52,208.39,208.42,62293.0
2020-10-07 12:15:00,208.375,208.47,208.3721,208.4461,45861.0
2020-10-07 12:14:00,208.25,208.38,208.25,208.37,28112.0
2020-10-07 12:13:00,208.28,208.28,208.22,208.24,25006.0
2020-10-07 12:12:00,208.35,208.38,208.28,208.28,23820.0
2020-10-07 12:11:00,208.21,208.3699,208.195,208.3494,39213.0
2020-10-07 12:10:00,208.24,208.27,208.16,208.21,31154.0
2020-10-07 12:09:00,208.3099,208.33,208.23,208.24,23430.0
2020-10-07 12:08:00,208.285,208.34,208.26,208.2981,32999.0
2020-10-07 12:07:00,208.11,208.29,208.075,208.29,32247.0
2020-10-07 12:06:00,208.06,208.17,208.0313,208.099,34699.0
2020-10-07 12:05:00,208.09,208.105,208.01,208.06,39630.0
2020-10-07 12:04:00,208.28,208.29,208.06,208.09,51323.0
2020-10-07 12:03:00,208.27,208.3471,208.27,208.29,29325.0
2020-10-07 12:02:00,208.25,208.29,208.21,208.24,25618.0
2020-10-07 12:01:00,208.145,208.265,208.14,208.25,18551.0
2020-10-07 12:00:00,208.15,208.17,208.1,208.14,13380.0
2020-10-07 11:59:00,208.177,208.195,208.09,208.14,41334.0
2020-10-07 11:58:00,208.23,208.23,208.08,208.17,22374.0
2020-10-07 11:57:00,208.13,208.24,208.13,208.22,25458.0
2020-10-07 11:56:00,208.087,208.15,208.0601,208.12,21814.0
2020-10-07 11:55:00,208.08,208.1399,208.03,208.0742,35956.0
2020-10-07 11:54:00,208.11,208.13,208.045,208.08,35834.0
2020-10-07 11:53:00,208.045,208.1279,208.04,208.1,27014.0
2020-10-07 11:52:00,208.0399,208.09,208.0338,208.05,25511.0
2020-10-07 11:51:00,208.145,208.22,208.02,208.04,25532.0
2020-10-07 11:50:00,208.0803,208.13,208.07,208.13,19510.0
2020-10-07 11:49:00,208.1748,208.2051,208.065,208.07,18688.0
2020-10-07 11:48:00,208.23,208.25,208.17,208.18,16073.0
2020-10-07 11:47:00,208.25,208.31,208.19,208.22,27670.0
2020-10-07 11:46:00,208.13,208.26,208.125,208.2599,44496.0
2020-10-07 11:45:00,208.13,208.18,208.03,208.1296,54284.0
2020-10-07 11:44:00,208.24,208.27,208.12,208.12,44681.0
2020-10-07 11:43:00,208.29,208.35,208.23,208.25,37598.0
2020-10-07 11:42:00,208.405,208.47,208.29,208.295,34216.0
2020-10-07 11:41:00,208.35,208.45,208.35,208.4201,34756.0
2020-10-07 11:40:00,208.295,208.37,208.23,208.345,25325.0
2020-10-07 11:39:00,208.33,208.35,208.23,208.29,45907.0
2020-10-07 11:38:00,208.36,208.41,208.29,208.33,32561.0
2020-10-07 11:37:00,208.39,208.4099,208.33,208.37,34637.0
2020-10-07 11:36:00,208.43,208.483,208.34,208.3976,33293.0
2020-10-07 11:35:00,208.42,208.51,208.39,208.42,76755.0
2020-10-07 11:34:00,208.33,208.45,208.33,208.41,53435.0
2020-10-07 11:33:00,208.2989,208.39,208.28,208.3399,34483.0
2020-10-07 11:32:00,208.225,208.39,208.225,208.29,61565.0
2020-10-07 11:31:00,208.2,208.265,208.17,208.22,69730.0
2020-10-07 11:30:00,208.12,208.26,208.12,208.18,70139.0
2020-10-07 11:29:00,207.97,208.13,207.95,208.11,30129.0
2020-10-07 11:28:00,207.935,208.055,207.93,207.98,22391.0
2020-10-07 11:27:00,208.11,208.12,207.91,207.935,38601.0
2020-10-07 11:26:00,208.12,208.17,208.04,208.1095,37928.0
2020-10-07 11:25:00,208.05,208.13,208.03,208.12,33529.0
2020-10-07 11:24:00,208.04,208.07,207.99,208.05,40281.0
2020-10-07 11:23:00,207.99,208.04,207.97,208.04,24917.0
2020-10-07 11:22:00,207.96,208.04,207.96,208.0,29912.0
2020-10-07 11:21:00,208.03,208.0563,207.895,207.96,63532.0
2020-10-07 11:20:00,207.93,208.09,207.93,208.03,66138.0
2020-10-07 11:19:00,208.085,208.12,207.9,207.91,54945.0
2020-10-07 11:18:00,207.93,208.105,207.93,208.085,61660.0
2020-10-07 11:17:00,207.79,207.93,207.78,207.93,39259.0
2020-10-07 11:16:00,207.8965,207.92,207.76,207.78,31253.0
2020-10-07 11:15:00,207.78,207.9,207.735,207.894,37656.0
2020-10-07 11:14:00,207.93,207.96,207.72,207.77,50119.0
2020-10-07 11:13:00,207.99,207.99,207.9,207.92,34232.0
2020-10-07 11:12:00,207.99,208.055,207.91,207.985,30291.0
2020-10-07 11:11:00,208.08,208.13,207.98,208.0,33356.0
2020-10-07 11:10:00,208.03,208.08,207.99,208.06,41809.0
2020-10-07 11:09:00,208.03,208.08,207.951,208.04,39811.0
2020-10-07 11:08:00,207.99,208.09,207.9701,208.02,46453.0
2020-10-07 11:07:00,207.915,208.04,207.885,207.9792,81273.0
2020-10-07 11:06:00,207.81,207.93,207.805,207.92,28040.0
2020-10-07 11:05:00,207.79,207.881,207.78,207.81,30014.0
2020-10-07 11:04:00,207.78,207.83,207.73,207.7735,44482.0
2020-10-07 11:03:00,207.769,207.79,207.76,207.775,26303.0
2020-10-07 11:02:00,207.58,207.7601,207.55,207.7601,44599.0
2020-10-07 11:01:00,207.66,207.84,207.58,207.595,57557.0
2020-10-07 11:00:00,207.67,207.8099,207.61,207.6533,66227.0
2020-10-07 10:59:00,207.76,207.8,207.64,207.665,33249.0
2020-10-07 10:58:00,207.835,207.88,207.61,207.75,37905.0
2020-10-07 10:57:00,207.7378,207.84,207.71,207.82,62488.0
2020-10-07 10:56:00,207.6113,207.74,207.6,207.74,57236.0
2020-10-07 10:55:00,207.57,207.65,207.57,207.6,30280.0
2020-10-07 10:54:00,207.58,207.61,207.5322,207.56,25518.0
2020-10-07 10:53:00,207.6299,207.66,207.57,207.5701,44461.0
2020-10-07 10:52:00,207.52,207.64,207.49,207.62,37934.0
2020-10-07 10:51:00,207.45,207.5779,207.44,207.53,37969.0
2020-10-07 10:50:00,207.34,207.47,207.34,207.45,63943.0
2020-10-07 10:49:00,207.2,207.3611,207.15,207.34,28344.0
